,Unnamed: 0, Source Port, Destination Port, Protocol, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance, SYN Flag Count, RST Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Inbound, Label
63163396,65165653,51250,58077,17,1,2,0,766.0,0.0,383.0,383.0,383.0,0.0,0.0,0.0,0.0,0.0,766000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2000000.0,0.0,383.0,383.0,383.0,0.0,0.0,0,0,0,0,0,0.0,574.5,383.0,0.0,0,2,766,0,0,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4
58628878,60493105,48263,35248,6,48,2,0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,250000.0,41666.66666666666,48.0,0.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0,40,0,41666.66666666666,0.0,6.0,6.0,6.0,0.0,0.0,0,0,1,0,0,0.0,9.0,6.0,0.0,40,2,12,0,0,5840,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5
24232648,24849677,18625,10052,17,1,2,0,1032.0,0.0,516.0,516.0,516.0,0.0,0.0,0.0,0.0,0.0,1032000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,40,0,2000000.0,0.0,516.0,516.0,516.0,0.0,0.0,0,0,0,0,0,0.0,774.0,516.0,0.0,40,2,1032,0,0,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
6780472,6999660,648,8031,17,2,2,0,458.0,0.0,229.0,229.0,229.0,0.0,0.0,0.0,0.0,0.0,229000000.0,1000000.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,40,0,1000000.0,0.0,229.0,229.0,229.0,0.0,0.0,0,0,0,0,0,0.0,343.5,229.0,0.0,40,2,458,0,0,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
41956814,43133506,39102,42317,17,1,2,0,802.0,0.0,401.0,401.0,401.0,0.0,0.0,0.0,0.0,0.0,802000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,16,0,2000000.0,0.0,401.0,401.0,401.0,0.0,0.0,0,0,0,0,0,0.0,601.5,401.0,0.0,16,2,802,0,0,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4
25509541,26193591,62579,39520,17,1,2,0,1032.0,0.0,516.0,516.0,516.0,0.0,0.0,0.0,0.0,0.0,1032000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,16,0,2000000.0,0.0,516.0,516.0,516.0,0.0,0.0,0,0,0,0,0,0.0,774.0,516.0,0.0,16,2,1032,0,0,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
41012027,42175110,42598,15495,17,2,2,0,766.0,0.0,383.0,383.0,383.0,0.0,0.0,0.0,0.0,0.0,383000000.0,1000000.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,40,0,1000000.0,0.0,383.0,383.0,383.0,0.0,0.0,0,0,0,0,0,0.0,574.5,383.0,0.0,40,2,766,0,0,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4
15261795,15709639,29552,20437,17,47,2,0,850.0,0.0,425.0,425.0,425.0,0.0,0.0,0.0,0.0,0.0,18085106.382978726,42553.19148936171,47.0,0.0,47.0,47.0,47.0,47.0,0.0,47.0,47.0,0.0,0.0,0.0,0.0,0.0,0,-2,0,42553.191489361714,0.0,425.0,425.0,425.0,0.0,0.0,0,0,0,0,0,0.0,637.5,425.0,0.0,-2,2,850,0,0,-1,-1,1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2
18697464,19225469,62468,55851,17,2999582,4,0,2064.0,0.0,516.0,516.0,516.0,0.0,0.0,0.0,0.0,0.0,688.0958746918737,1.3335191369997552,999860.6666666667,1731807.7431055484,2999580.0,1.0,2999582.0,999860.6666666667,1731807.7431055484,2999580.0,1.0,0.0,0.0,0.0,0.0,0.0,0,80,0,1.3335191369997552,0.0,516.0,516.0,516.0,0.0,0.0,0,0,0,0,0,0.0,645.0,516.0,0.0,80,4,2064,0,0,-1,-1,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
58124803,59964198,39967,32042,17,1,2,0,2944.0,0.0,1472.0,1472.0,1472.0,0.0,0.0,0.0,0.0,0.0,2944000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2000000.0,0.0,1472.0,1472.0,1472.0,0.0,0.0,0,0,0,0,0,0.0,2208.0,1472.0,0.0,0,2,2944,0,0,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2
65483458,67554978,840,55046,17,1,2,0,458.0,0.0,229.0,229.0,229.0,0.0,0.0,0.0,0.0,0.0,458000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,16,0,2000000.0,0.0,229.0,229.0,229.0,0.0,0.0,0,0,0,0,0,0.0,343.5,229.0,0.0,16,2,458,0,0,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
17776333,18282151,774,39533,17,1,2,0,2944.0,0.0,1472.0,1472.0,1472.0,0.0,0.0,0.0,0.0,0.0,2944000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,28,0,2000000.0,0.0,1472.0,1472.0,1472.0,0.0,0.0,0,0,0,0,0,0.0,2208.0,1472.0,0.0,28,2,2944,0,0,-1,-1,1,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8
25717674,26412281,62508,31437,17,1,2,0,1032.0,0.0,516.0,516.0,516.0,0.0,0.0,0.0,0.0,0.0,1032000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,40,0,2000000.0,0.0,516.0,516.0,516.0,0.0,0.0,0,0,0,0,0,0.0,774.0,516.0,0.0,40,2,1032,0,0,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
8209915,8464517,648,32797,17,1,2,0,458.0,0.0,229.0,229.0,229.0,0.0,0.0,0.0,0.0,0.0,458000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,64,0,2000000.0,0.0,229.0,229.0,229.0,0.0,0.0,0,0,0,0,0,0.0,343.5,229.0,0.0,64,2,458,0,0,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
39478813,40583925,50904,36124,17,1,2,0,750.0,0.0,375.0,375.0,375.0,0.0,0.0,0.0,0.0,0.0,750000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,40,0,2000000.0,0.0,375.0,375.0,375.0,0.0,0.0,0,0,0,0,0,0.0,562.5,375.0,0.0,40,2,750,0,0,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9
31295986,32297604,13238,58792,17,3004536,4,0,2064.0,0.0,516.0,516.0,516.0,0.0,0.0,0.0,0.0,0.0,686.9613144924874,1.3313203769234252,1001512.0,1734667.0703137822,3004533.0,1.0,3004536.0,1001512.0,1734667.0703137822,3004533.0,1.0,0.0,0.0,0.0,0.0,0.0,0,38,0,1.3313203769234252,0.0,516.0,516.0,516.0,0.0,0.0,0,0,0,0,0,0.0,645.0,516.0,0.0,38,4,2064,0,0,-1,-1,3,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
53460,54033,715,8014,17,1,2,0,746.0,0.0,373.0,373.0,373.0,0.0,0.0,0.0,0.0,0.0,746000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,40,0,2000000.0,0.0,373.0,373.0,373.0,0.0,0.0,0,0,0,0,0,0.0,559.5,373.0,0.0,40,2,746,0,0,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6
6348405,6531306,31741,31836,6,2493598,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6041077992523254,831199.3333333333,1439677.7444999048,2493596.0,1.0,2493598.0,831199.3333333333,1439677.7444999048,2493596.0,1.0,0.0,0.0,0.0,0.0,0.0,0,80,0,1.6041077992523254,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,80,4,0,0,0,5840,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5
50772892,52279751,12381,38460,6,1,2,0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,12000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,40,0,2000000.0,0.0,6.0,6.0,6.0,0.0,0.0,0,0,1,0,0,0.0,9.0,6.0,0.0,40,2,12,0,0,5840,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5
41300680,42465800,60077,36090,17,108467,4,0,1438.0,0.0,389.0,330.0,359.5,34.06366588218791,0.0,0.0,0.0,0.0,13257.48845270912,36.87757566817557,36155.66666666667,62620.853573975925,108464.0,1.0,108467.0,36155.66666666667,62620.853573975925,108464.0,1.0,0.0,0.0,0.0,0.0,0.0,0,32,0,36.87757566817557,0.0,330.0,389.0,353.6,32.3156308928048,1044.3,0,0,0,0,0,0.0,442.0,359.5,0.0,32,4,1438,0,0,-1,-1,3,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4
21973826,22539839,62747,63202,17,1,2,0,1032.0,0.0,516.0,516.0,516.0,0.0,0.0,0.0,0.0,0.0,1032000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,40,0,2000000.0,0.0,516.0,516.0,516.0,0.0,0.0,0,0,0,0,0,0.0,774.0,516.0,0.0,40,2,1032,0,0,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
67105068,69221942,865,56260,17,51,2,0,494.0,0.0,247.0,247.0,247.0,0.0,0.0,0.0,0.0,0.0,9686274.50980392,39215.68627450981,51.0,0.0,51.0,51.0,51.0,51.0,0.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0,40,0,39215.68627450981,0.0,247.0,247.0,247.0,0.0,0.0,0,0,0,0,0,0.0,370.5,247.0,0.0,40,2,494,0,0,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
19399173,19935379,57034,28152,17,3012806,4,0,2064.0,0.0,516.0,516.0,516.0,0.0,0.0,0.0,0.0,0.0,685.0756404494681,1.3276659698633102,1004268.6666666667,1739442.623065312,3012804.0,1.0,3012806.0,1004268.6666666667,1739442.623065312,3012804.0,1.0,0.0,0.0,0.0,0.0,0.0,0,80,0,1.3276659698633102,0.0,516.0,516.0,516.0,0.0,0.0,0,0,0,0,0,0.0,645.0,516.0,0.0,80,4,2064,0,0,-1,-1,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
10331921,10672351,990,34782,17,2,2,0,458.0,0.0,229.0,229.0,229.0,0.0,0.0,0.0,0.0,0.0,229000000.0,1000000.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,40,0,1000000.0,0.0,229.0,229.0,229.0,0.0,0.0,0,0,0,0,0,0.0,343.5,229.0,0.0,40,2,458,0,0,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
62455264,64438251,60441,30590,17,1,2,0,766.0,0.0,383.0,383.0,383.0,0.0,0.0,0.0,0.0,0.0,766000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,40,0,2000000.0,0.0,383.0,383.0,383.0,0.0,0.0,0,0,0,0,0,0.0,574.5,383.0,0.0,40,2,766,0,0,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4
21905540,22471037,65200,35149,17,3000152,4,0,2064.0,0.0,516.0,516.0,516.0,0.0,0.0,0.0,0.0,0.0,687.9651430994163,1.3332657812004192,1000050.6666666667,1732135.1007084674,3000148.0,1.0,3000152.0,1000050.6666666667,1732135.1007084674,3000148.0,1.0,0.0,0.0,0.0,0.0,0.0,0,26,0,1.3332657812004192,0.0,516.0,516.0,516.0,0.0,0.0,0,0,0,0,0,0.0,645.0,516.0,0.0,26,4,2064,0,0,-1,-1,3,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
29802242,30728332,63091,34844,17,1,2,0,1032.0,0.0,516.0,516.0,516.0,0.0,0.0,0.0,0.0,0.0,1032000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,-2,0,2000000.0,0.0,516.0,516.0,516.0,0.0,0.0,0,0,0,0,0,0.0,774.0,516.0,0.0,-2,2,1032,0,0,-1,-1,1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
52789992,54438293,61850,13365,17,1,2,0,1026.0,0.0,513.0,513.0,513.0,0.0,0.0,0.0,0.0,0.0,1026000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2000000.0,0.0,513.0,513.0,513.0,0.0,0.0,0,0,0,0,0,0.0,769.5,513.0,0.0,0,2,1026,0,0,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2
3111156,3119511,936,43222,17,2,2,0,2928.0,0.0,1464.0,1464.0,1464.0,0.0,0.0,0.0,0.0,0.0,1464000000.0,1000000.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,-2,0,1000000.0,0.0,1464.0,1464.0,1464.0,0.0,0.0,0,0,0,0,0,0.0,2196.0,1464.0,0.0,-2,2,2928,0,0,-1,-1,1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6
43340261,44539084,56479,63007,17,1,2,0,802.0,0.0,401.0,401.0,401.0,0.0,0.0,0.0,0.0,0.0,802000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,40,0,2000000.0,0.0,401.0,401.0,401.0,0.0,0.0,0,0,0,0,0,0.0,601.5,401.0,0.0,40,2,802,0,0,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4
31690977,32706791,44061,60459,17,1,2,0,1032.0,0.0,516.0,516.0,516.0,0.0,0.0,0.0,0.0,0.0,1032000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,40,0,2000000.0,0.0,516.0,516.0,516.0,0.0,0.0,0,0,0,0,0,0.0,774.0,516.0,0.0,40,2,1032,0,0,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
42674155,43865709,51851,35612,17,108692,4,0,1398.0,0.0,369.0,330.0,349.5,22.516660498395403,0.0,0.0,0.0,0.0,12862.03216428072,36.801236521547125,36230.66666666667,62715.25385688344,108648.0,1.0,108692.0,36230.66666666667,62715.25385688344,108648.0,1.0,0.0,0.0,0.0,0.0,0.0,0,80,0,36.80123652154713,0.0,330.0,369.0,345.6,21.36117974270148,456.3,0,0,0,0,0,0.0,432.0,349.5,0.0,80,4,1398,0,0,-1,-1,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4
41600540,42768955,37161,37850,17,108864,4,0,1498.0,0.0,404.0,345.0,374.5,34.06366588218791,0.0,0.0,0.0,0.0,13760.28806584362,36.74309229864785,36288.0,62850.92765425185,108862.0,1.0,108864.0,36288.0,62850.92765425185,108862.0,1.0,0.0,0.0,0.0,0.0,0.0,0,80,0,36.74309229864785,0.0,345.0,404.0,368.6,32.3156308928048,1044.3,0,0,0,0,0,0.0,460.75,374.5,0.0,80,4,1498,0,0,-1,-1,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4
35427367,36486840,20253,21158,17,3000379,4,0,2064.0,0.0,516.0,516.0,516.0,0.0,0.0,0.0,0.0,0.0,687.913093645836,1.333164910166349,1000126.3333333333,1732267.8912700932,3000377.0,1.0,3000379.0,1000126.3333333333,1732267.8912700932,3000377.0,1.0,0.0,0.0,0.0,0.0,0.0,0,80,0,1.3331649101663492,0.0,516.0,516.0,516.0,0.0,0.0,0,0,0,0,0,0.0,645.0,516.0,0.0,80,4,2064,0,0,-1,-1,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
47757076,49083292,1008,22660,17,1,2,0,2944.0,0.0,1472.0,1472.0,1472.0,0.0,0.0,0.0,0.0,0.0,2944000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2000000.0,0.0,1472.0,1472.0,1472.0,0.0,0.0,0,0,0,0,0,0.0,2208.0,1472.0,0.0,0,2,2944,0,0,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7
61320436,63276452,37166,18335,17,106635,4,0,1438.0,0.0,389.0,330.0,359.5,34.06366588218791,0.0,0.0,0.0,0.0,13485.253434613402,37.51113611853519,35545.0,61564.01390422817,106633.0,1.0,106635.0,35545.0,61564.01390422817,106633.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,37.51113611853519,0.0,330.0,389.0,353.6,32.3156308928048,1044.3,0,0,0,0,0,0.0,442.0,359.5,0.0,0,4,1438,0,0,-1,-1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4
10658403,11002446,741,64801,17,565,60,0,26400.0,0.0,440.0,440.0,440.0,0.0,0.0,0.0,0.0,0.0,46725663.71681416,106194.69026548672,9.576271186440676,22.380104611193147,103.0,0.0,565.0,9.576271186440676,22.380104611193147,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0,480,0,106194.69026548672,0.0,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0.0,447.33333333333326,440.0,0.0,480,60,26400,0,0,-1,-1,59,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10
12031069,12390690,60339,32759,17,1,2,0,918.0,0.0,459.0,459.0,459.0,0.0,0.0,0.0,0.0,0.0,918000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2000000.0,0.0,459.0,459.0,459.0,0.0,0.0,0,0,0,0,0,0.0,688.5,459.0,0.0,0,2,918,0,0,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2
45213413,46476767,721,5252,17,2,2,0,2944.0,0.0,1472.0,1472.0,1472.0,0.0,0.0,0.0,0.0,0.0,1472000000.0,1000000.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,-2,0,1000000.0,0.0,1472.0,1472.0,1472.0,0.0,0.0,0,0,0,0,0,0.0,2208.0,1472.0,0.0,-2,2,2944,0,0,-1,-1,1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7
33642132,34690964,63031,53806,17,1,2,0,1032.0,0.0,516.0,516.0,516.0,0.0,0.0,0.0,0.0,0.0,1032000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2000000.0,0.0,516.0,516.0,516.0,0.0,0.0,0,0,0,0,0,0.0,774.0,516.0,0.0,0,2,1032,0,0,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
20987432,21540722,6384,2811,17,2999925,4,0,2064.0,0.0,516.0,516.0,516.0,0.0,0.0,0.0,0.0,0.0,688.0172004300107,1.3333666675000209,999975.0,1732005.7742478806,2999923.0,1.0,2999925.0,999975.0,1732005.7742478806,2999923.0,1.0,0.0,0.0,0.0,0.0,0.0,0,80,0,1.3333666675000209,0.0,516.0,516.0,516.0,0.0,0.0,0,0,0,0,0,0.0,645.0,516.0,0.0,80,4,2064,0,0,-1,-1,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
56298132,58042960,55430,63769,17,1,2,0,2944.0,0.0,1472.0,1472.0,1472.0,0.0,0.0,0.0,0.0,0.0,2944000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,820,0,2000000.0,0.0,1472.0,1472.0,1472.0,0.0,0.0,0,0,0,0,0,0.0,2208.0,1472.0,0.0,820,2,2944,0,0,-1,-1,1,410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2
19207270,19741064,62477,28566,17,3000115,4,0,2064.0,0.0,516.0,516.0,516.0,0.0,0.0,0.0,0.0,0.0,687.9736276776057,1.3332822241814064,1000038.3333333333,1732094.686230904,3000089.0,1.0,3000115.0,1000038.3333333333,1732094.686230904,3000089.0,1.0,0.0,0.0,0.0,0.0,0.0,0,40,0,1.3332822241814064,0.0,516.0,516.0,516.0,0.0,0.0,0,0,0,0,0,0.0,645.0,516.0,0.0,40,4,2064,0,0,-1,-1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
58322821,60171655,48320,11808,17,47,2,0,750.0,0.0,375.0,375.0,375.0,0.0,0.0,0.0,0.0,0.0,15957446.80851064,42553.19148936171,47.0,0.0,47.0,47.0,47.0,47.0,0.0,47.0,47.0,0.0,0.0,0.0,0.0,0.0,0,16,0,42553.191489361714,0.0,375.0,375.0,375.0,0.0,0.0,0,0,0,0,0,0.0,562.5,375.0,0.0,16,2,750,0,0,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4
9589746,9916173,745,48932,17,48,2,0,422.0,0.0,211.0,211.0,211.0,0.0,0.0,0.0,0.0,0.0,8791666.666666666,41666.66666666666,48.0,0.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0,0,0,41666.66666666666,0.0,211.0,211.0,211.0,0.0,0.0,0,0,0,0,0,0.0,316.5,211.0,0.0,0,2,422,0,0,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
17339806,17839683,900,31520,17,2,2,0,2944.0,0.0,1472.0,1472.0,1472.0,0.0,0.0,0.0,0.0,0.0,1472000000.0,1000000.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1000000.0,0.0,1472.0,1472.0,1472.0,0.0,0.0,0,0,0,0,0,0.0,2208.0,1472.0,0.0,0,2,2944,0,0,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8
12938443,13333009,5154,44227,17,1,2,0,854.0,0.0,427.0,427.0,427.0,0.0,0.0,0.0,0.0,0.0,854000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2000000.0,0.0,427.0,427.0,427.0,0.0,0.0,0,0,0,0,0,0.0,640.5,427.0,0.0,0,2,854,0,0,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2
58887709,60777155,63641,10480,6,1,2,0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,12000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,40,0,2000000.0,0.0,6.0,6.0,6.0,0.0,0.0,0,0,1,0,0,0.0,9.0,6.0,0.0,40,2,12,0,0,5840,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5
18275288,18793848,62764,33103,6,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,40,0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,40,2,0,0,0,5840,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
31970861,32996004,62470,53654,17,3000044,4,0,2064.0,0.0,516.0,516.0,516.0,0.0,0.0,0.0,0.0,0.0,687.9899094813276,1.3333137780645885,1000014.6666666667,1732074.478929914,3000042.0,1.0,3000044.0,1000014.6666666667,1732074.478929914,3000042.0,1.0,0.0,0.0,0.0,0.0,0.0,0,38,0,1.3333137780645885,0.0,516.0,516.0,516.0,0.0,0.0,0,0,0,0,0,0.0,645.0,516.0,0.0,38,4,2064,0,0,-1,-1,3,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
41677024,42846959,44862,21717,17,1,2,0,802.0,0.0,401.0,401.0,401.0,0.0,0.0,0.0,0.0,0.0,802000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,-2,0,2000000.0,0.0,401.0,401.0,401.0,0.0,0.0,0,0,0,0,0,0.0,601.5,401.0,0.0,-2,2,802,0,0,-1,-1,1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4
